TIMESTAMP,TA_F_MDS,VPD_F_MDS,PPFD_IN,LE_F_MDS,H_F_MDS,SW_IN_F_MDS,NETRAD,NEE_VUT_REF,swvl1,stl1,ssrd,strd,lai_hv,evavt,swvl2,swvl4,stl2,stl4,stl3,swvl3,prec_merge
2002-03-11,24.042,2.088,231.940875,55.5181,4.65742,120.609,65.2704347826,3.64358,0.47019544986099854,298.3568297502547,3457568.22606295,18893056.336888347,2.6206012326686423,-3.159014755306505e-05,0.46916966028074664,0.4912671610687311,298.80088388737744,300.0562131477337,299.5177869950574,0.45998628553443033,6.125
2002-03-12,25.554,5.532,534.130217391,87.6918,39.8959,273.858,178.378208333,0.885521,0.4699608616486617,299.4235399084479,6217922.748037964,18868878.284582697,2.6232085708679,-2.9695267915256813e-05,0.4721682313006743,0.49028459360768945,298.97552336163284,300.0453296628566,299.4489183617464,0.45286925627755853,0.625
2002-03-14,24.717,3.612,416.392347826,94.9203,6.67654,210.366,132.488958333,1.87266,0.4587305170742826,299.4232420112857,5615192.445167337,18879158.53598917,2.6283538389578704,-4.388483171465767e-05,0.4682093059019778,0.48846338632515324,299.3778663791141,300.02397014120476,299.4742947165239,0.45407702512732473,0.75
2002-03-16,24.36,2.149,306.4515,64.5457,13.6447,159.355,96.8624583333,2.49133,0.4544994756229464,299.06957850039237,6138382.383415368,19040345.551360164,2.6420302934937925,-4.7790767543120615e-05,0.4741897908964745,0.487211725102277,299.26363804897983,300.00435802584735,299.4886421531648,0.4646901493360118,1.875
2002-03-19,25.133,2.758,359.099458333,81.0714,15.1398,186.732,117.433083333,1.56055,0.4708183011892493,299.3477648003047,6255138.422417427,18981274.173567954,2.6763632642032316,-4.057980909057359e-05,0.475961797667265,0.4859981229572698,299.55892129484516,299.9770590029928,299.56361348575916,0.4613049568025153,2.0
2002-03-22,23.412,0.997,129.88775,65.5559,14.8707,67.542,32.1583043478,5.93359,0.4671473126772758,297.8817334261674,3187474.926629761,19165013.633561168,2.710620791099035,-3.129369703890471e-05,0.46813207778258764,0.49033203344418813,298.59444613798206,299.95456534744795,299.48951396734816,0.4863561525297677,24.5
2002-03-23,24.375,2.838,271.086826087,54.0961,9.14642,139.676,101.2108,1.28007,0.458325648615153,297.3207831399512,2389817.3028169014,19238623.89697278,2.7220641087513333,-3.625323401904535e-05,0.47039137884396126,0.4940626271403797,298.031756134124,299.9443539419149,299.3595245977426,0.4648437521506887,33.25
2002-03-27,24.724,4.088,326.379791667,64.1837,11.0052,169.718,92.8562608696,1.11017,0.4496169008868962,299.8322448849994,6772735.157023862,18897727.096992847,2.76790678766907,-3.991880456575682e-05,0.4527988132468923,0.48945372641477375,299.54471806528267,299.8869163609774,299.1463613427425,0.4438259646960903,0.0
2002-03-28,24.676,4.022,511.344608696,90.8614,32.1933,260.479,166.795541667,-0.26306,0.4652322637315198,298.9867829491281,5992691.950649466,18660479.958743665,2.7793531230739137,-4.295942537991417e-05,0.4657201376146547,0.48834786898317045,299.2562240300919,299.8737268038512,299.21682361488325,0.43934420226167675,17.375
2002-03-31,23.979,1.051,157.12375,26.1737,-1.66821,81.704,48.19825,3.76289,0.46120894002804436,298.92192080702466,4871997.598306388,18973146.13515081,2.813613667722263,-4.0848216988529534e-05,0.47374943918826573,0.4853653237822782,299.52018318562205,299.8430295798135,299.4065603790859,0.43853615656670675,0.5
2002-04-01,24.689,3.841,471.513565217,85.8958,29.1011,237.955,157.7355,0.0525309,0.46463416946042685,298.96248447060276,5848804.699953093,18866405.52923326,2.8249845593134704,-3.733487778692743e-05,0.46571741191632327,0.484697413767844,298.98372954807684,299.8347251994191,299.38914753128415,0.44557401217199794,10.125
2002-04-02,24.204,1.908,162.665166667,57.7527,10.9442,84.586,43.2165,4.05874,0.480731087258303,299.34511351556165,6453421.665544618,19014999.80902839,2.836424859213223,-3.8781075565466075e-05,0.4715077037383612,0.48405925415934975,299.21449018863194,299.82665604679505,299.3745048027424,0.443897428553884,8.125
